待售房屋,室,厅,卫,面积,面积单位,朝向,楼层,建筑年份,小区名称,区,镇,道路,标签,总价,总价单位,均价,均价单位
南北通透 双卫生间 大户型 低总价 亚泰雍阳府 无中介费随时看,3室,2厅,2卫,109,㎡,南北,,,亚泰雍阳府(新房),武清,杨村街,建设路以东，泉泽路以西（观澜花苑二期对面）,"南北通透,厨卫全明,主卧套房,低容积,",152.6,万,14000,元/㎡
仁恒滨河湾 临地铁 交通便利 房龄新 刚需两居,2室,2厅,1卫,85,㎡,南,高层(共22层),2016年建造,仁恒滨河湾,津南,海河教育园区,达文路3号,"南,热门小区,近地铁,南北通透,",128,万,15059,元/㎡
保利 河雅颂(北区)|振华西道2室2厅1卫95.81平方米,2室,2厅,1卫,95.81,㎡,南,高层(共32层),2013年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,房东直卖,满五年,",145,万,15135,元/㎡
蒲瑞馨园(北区) 精装修 大两房 带电梯 南向采光好,2室,2厅,1卫,98,㎡,南,高层(共13层),2011年建造,蒲瑞馨园(北区),武清,杨村街,雍顺道,"南,满二年,",118,万,12041,元/㎡
高绿化率 客餐厅相连 低单价 来电价格可议,3室,2厅,1卫,99,㎡,南,,,农垦•含章宝邸,宝坻,钰华街,宁海路与精天道交口（务本道小学东侧）,"南北通透,厨卫全明,户型方正,低容积,",108.9,万,11000,元/㎡
价格好商量 经纬城市绿洲学知华庭  刚需两居 采光好 十一中,2室,1厅,1卫,86,㎡,南北,高层(共34层),2022年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南北,满二年,车位充足,人气热搜,",89,万,10349,元/㎡
中建壹方九里锦澜华庭 带电梯 南北通透 双卫格局 小三房,3室,2厅,2卫,93.36,㎡,南北,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南北,满二年,车位充足,户型方正,",140,万,14996,元/㎡
保利海棠湾 近医院 南向采光好 精装修 大两房 满五,2室,2厅,1卫,95,㎡,南,低层(共24层),2012年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南,满五年,",145,万,15264,元/㎡
轨交房 低容积 大户型 考虑可私聊,3室,2厅,1卫,89,㎡,南北,,,天保意境芳华,东丽,华明镇,东八道与兴宇路交口,"轨交房,低容积,",156,万,17529,元/㎡
阳光100国际新城北园 精装修 满五 交通便利 近地铁,3室,2厅,1卫,113.03,㎡,南北,中层(共11层),2004年建造,阳光100国际新城北园,南开,体育中心,"秀川路,近红旗南路","南北,满五年,近地铁,多人关注,",315,万,27869,元/㎡
五福里 医疗配套成熟 刚需两居 精装好房 近地铁 楼龄新,2室,2厅,1卫,86.98,㎡,南北,低层(共22层),2017年建造,五福里,河西,陈塘庄,"洞庭路,近昆仑路","南北,房东直卖,满五年,近地铁,",335,万,38515,元/㎡
米兰阳光 商圈成熟 刚需两居 小区新 南向采光好 满五  ,2室,1厅,1卫,86.86,㎡,南,中层(共6层),2015年建造,米兰阳光,津南,咸水沽,"东沽路,近建国大街","南,房东直卖,满五年,",60,万,6908,元/㎡
小三居 集中供暖 车位充足 双卫 中间楼层采光好 南北通透,3室,2厅,2卫,108,㎡,南北,中层(共17层),2022年建造,旭辉滨海江来天晖苑,滨海新区,滨海城区,解放路,"南北,满二年,近地铁,车位充足,",190,万,17593,元/㎡
家兴里高楼层86.5万，好楼层。,2室,1厅,1卫,95,㎡,南北,高层(共18层),2012年建造,家兴里,西青,张家窝,知景道,"南北,满二年,",86.5,万,9106,元/㎡
出售 畔景庭院 三室 精装修 看房方便,3室,1厅,1卫,119,㎡,南北,高层(共18层),2020年建造,畔景庭苑,武清,南蔡村镇,"泉秋路,近源明道","南北,唯一住房,次新房,",85,万,7143,元/㎡
欣康苑 有电梯 集中供暖 刚需两居 近地铁 南向采光好,2室,2厅,1卫,85,㎡,南,中层(共24层),2017年建造,欣康苑,塘沽,北塘街,欣滨道,"南,满五年,",76,万,8942,元/㎡
君利新家园|广贤路1室2厅1卫79平方米,1室,2厅,1卫,78.2,㎡,南,高层(共18层),2013年建造,君利新家园,武清,下朱庄街,"广贤路,近世广道","南,房东直卖,满五年,",62,万,7929,元/㎡
和平一片 西南向两室 精装修 采光好 次新房 近地铁站 急卖,2室,1厅,1卫,81.9,㎡,西南,低层(共30层),2017年建造,天汇中心,和平,南市,"福安大街,近南市大街","西南,满五年,近地铁,采光较好,",248,万,30281,元/㎡
中交春风海  临地铁 装修好 次新房 商品房 板楼 南北通透,2室,1厅,1卫,81.72,㎡,南北,高层(共17层),2022年建造,中交春风海上,滨海新区,滨海城区,华山道,"南北,满二年,次新房,多人关注,",75,万,9178,元/㎡
泽惠园 正规商品房 朝南 中间楼层采光好 大两居 满二  ,2室,1厅,1卫,88,㎡,南,中层(共26层),2010年建造,泽惠园,津南,北闸口,御惠道,"南,满二年,",48,万,5455,元/㎡
景瑞花园 朝南 满二   高楼层视野好 电梯房徐官屯街,1室,2厅,1卫,80.82,㎡,南,高层(共15层),2012年建造,景瑞花园,武清,徐官屯街,杨六路,"南,满二年,",45,万,5568,元/㎡
紫来花园 出行方便 满二   近地铁 东南朝向 有电梯,2室,1厅,1卫,88.92,㎡,东南,高层(共25层),2000年建造,紫来花园,南开,万兴街,双峰道,"东南,满二年,近地铁,采光较好,",275,万,30927,元/㎡
瑞江花园竹苑 刚需两居 出行方便 南向采光好 低容积,2室,2厅,1卫,111.54,㎡,南,高层(共9层),2004年建造,瑞江花园竹苑,河西,梅江,珠江道,"南,满五年,近地铁,户型方正,",328,万,29407,元/㎡
万科家园金角边户带车位，楼层中 ，毗邻一小，诚意出售,3室,2厅,1卫,112.63,㎡,南北,中层(共11层),2012年建造,万科新里程家园,东丽,空港经济区,"观湖路,近东六道","南北,满五年,户型方正,",220,万,19533,元/㎡
兴海园 精装修 高楼层视野好 购物方便 南北通透 刚需两居,2室,1厅,1卫,83,㎡,南北,高层(共6层),2000年建造,兴海园,塘沽,渤海石油街,闸北路,"南北,满五年,",53,万,6386,元/㎡
正南朝向 电梯房 满二 刚需两居 低密宜居 中间楼层,2室,2厅,1卫,85,㎡,南,中层(共28层),2017年建造,南园汇秀庭苑,津南,津南八里台,津港公路,"南,满二年,",62,万,7295,元/㎡
金地悦城大境 通透3居2卫 送地库车位 钥匙房 随时可办手续,3室,2厅,2卫,121.38,㎡,南北,中层(共11层),2021年建造,金地悦城大境,东丽,空港经济区,"航海道,近东七道","南北,满二年,车位充足,",260,万,21421,元/㎡
河怡一期 金角明厅 楼层好 价格能谈,1室,1厅,1卫,51,㎡,南,高层(共24层),2007年建造,河怡花园,红桥,咸阳北路街,团结路9号,"南,",75,万,14706,元/㎡
无大税 随时看房 采光好 精装从未住人,2室,1厅,1卫,85,㎡,南,低层(共22层),2010年建造,润淼佳苑,津南,小站,葛万路,"南,有电梯,",60,万,7059,元/㎡
东丽区万新街贵环花园2室2厅,2室,2厅,1卫,88.65,㎡,南北,高层(共6层),2000年建造,贵环花园,东丽,津塘路,"外环东路,近环村南路","南北,满五年,近地铁,",58,万,6543,元/㎡
正对小花园 价 能谈 屋内亮堂 平祥大厦内圈阳面大两室,2室,2厅,1卫,97,㎡,西南,高层(共34层),2012年建造,九州国际,南开,鼓楼,南城街857号,"西南,满五年,近地铁,",380,万,39176,元/㎡
聚雅园131平装修！104W可议，拎包入住，好楼层，满五  ,3室,2厅,2卫,131.74,㎡,南北,低层(共18层),2017年建造,聚雅园,武清,河西务镇,三里屯路,"南北,房东直卖,满五年,",108,万,8198,元/㎡
万科金奥国际 商业配套成熟 近医院 双卫生间 装修好,3室,2厅,2卫,104.12,㎡,南,中层(共11层),2011年建造,万科金奥国际,西青,李七庄,纪明路,"南,满五年,近地铁,",410,万,39378,元/㎡
带电梯 南北通透 小区新 满五   精装好房 双卫生间,3室,2厅,2卫,130,㎡,南北,高层(共32层),2015年建造,恒大山水城(西区),武清,泗村店镇,碱东路,"南北,满五年,",70,万,5385,元/㎡
价格可大议10，全新恒大西区精装修大三居，无遮挡，  位置,3室,2厅,2卫,147,㎡,南北,高层(共32层),2015年建造,恒大山水城(西区),武清,泗村店镇,碱东路,"南北,满五年,",88,万,5987,元/㎡
北闸口 满五 中间好楼层 楼龄新 大两居 商品住宅 有电梯,2室,2厅,1卫,86,㎡,南,中层(共30层),2016年建造,天地源欧筑1898,津南,北闸口,"北营路,近福惠道","南,满五年,",65,万,7559,元/㎡
景瑞塘沽湾陆号 次新小区  刚需小三室 无遮挡 价可谈,3室,2厅,1卫,91.09,㎡,南北,高层(共12层),2020年建造,景瑞塘沽湾陆号,滨海新区,滨海城区,国兴路,"南北,房东直卖,满二年,车位充足,",106,万,11637,元/㎡
杭州道一楼，向阳三小旁，三室，总价低,3室,1厅,1卫,80.12,㎡,南北,低层(共6层),2007年建造,中心北路小区,塘沽,杭州道街,中心北路,"南北,满五年,近地铁,人气热搜,",99,万,12357,元/㎡
急售 小产 龙津园 低密宜居 装修好 板楼 满五   有电梯,2室,1厅,1卫,104,㎡,南北,高层(共22层),2012年建造,龙津园,西青,大寺,梨双路,"南北,满五年,",90,万,8654,元/㎡
雪优花园 满五 楼龄新 有电梯 刚需小三居 朝南,3室,1厅,1卫,98.6,㎡,南,高层(共18层),2017年建造,雪优花园,东丽,华明镇,"祥云路,近弘信道","南,满五年,",107,万,10852,元/㎡
御澜名邸 小三居 交通便利 双卫生间 临地铁北塘街,3室,2厅,2卫,97.22,㎡,南北,高层(共7层),2013年建造,御澜名邸,塘沽,北塘街,天池路,"南北,满五年,车位充足,",110,万,11315,元/㎡
急售 新城长风雅著 精装通透3居 全新装修没住过人 钥匙房,3室,2厅,2卫,96.55,㎡,南北,中层(共8层),2021年建造,新城长风雅著,东丽,空港经济区,"航宇路,近东七道","南北,满二年,车位充足,",220,万,22787,元/㎡
小三居 满五   有电梯 低密度社区 次新房 临地铁,3室,1厅,1卫,85.97,㎡,南北,中层(共32层),2020年建造,海阔苑,塘沽,北塘街,漳州道,"南北,满五年,次新房,",65,万,7561,元/㎡
新上置换房 装修好 未住  空置房 诚心出售,2室,2厅,1卫,84.45,㎡,南,中层(共24层),2007年建造,欣昌苑,塘沽,北塘街,欣滨道,"南,满五年,",75,万,8881,元/㎡
力高阳光海岸逸海苑~正规2室2厅~楼层好~户型方正~房龄新,2室,2厅,1卫,86.27,㎡,南北,中层(共33层),2018年建造,力高阳光海岸逸海苑,滨海新区,滨海城区,航海道,"南北,满五年,",65,万,7535,元/㎡
禹洲尊府，精装一室，好楼层，随时看房,1室,1厅,1卫,66.97,㎡,南北,低层(共16层),2016年建造,禹洲尊府,静海,静海镇,"北华路,近春曦道","南北,满二年,",78,万,11648,元/㎡
商品住宅 带电梯 小三居 南北通透 满五   近一周新上房源,3室,2厅,1卫,89.22,㎡,南北,低层(共18层),2010年建造,中建城源和湾,塘沽,新城镇,津沽公路,"南北,满五年,",70,万,7846,元/㎡
瀚波园 新出两室  梧桐   业主急售,2室,2厅,1卫,85,㎡,南北,高层(共27层),2010年建造,海逸长洲瀚波园,河西,梅江,翠波道,"南北,近地铁,车位充足,",265,万,31177,元/㎡
聚雅园 商品住宅 有电梯 满二 得房率高 南北通透,3室,2厅,1卫,130.51,㎡,南北,高层(共18层),2017年建造,聚雅园,武清,河西务镇,三里屯路,"南北,满二年,",105,万,8046,元/㎡
建昌道街 满五 临地铁 中间楼层采光好 医疗配套成熟,1室,1厅,1卫,45,㎡,西,中层(共6层),1998年建造,康桥里,河北,建昌道街,杜鹃道431号,"西,满五年,近地铁,",55,万,12223,元/㎡
融科心贻湾 正规商品房 大两居 出行方便 商业配套齐全,2室,2厅,1卫,99.14,㎡,南北,高层(共32层),2008年建造,融科心贻湾,塘沽,工农村街,谐海路2号,"南北,满五年,",97,万,9785,元/㎡
急售！！金侨新梅江壹号清湖花园 精装两室 满五  中间楼层,2室,1厅,1卫,85.52,㎡,南北,中层(共28层),2017年建造,金侨新梅江壹号,河西,梅江,沂山路,"南北,满五年,近地铁,",269,万,31455,元/㎡
中建璟秀 价格可议 带车位 三室两卫 看房联系,3室,2厅,2卫,98,㎡,南北,低层(共9层),2020年建造,中建璟秀璟璘苑,滨海新区,滨海城区,"津同道,近海河南路","南北,唯一住房,车位充足,",100,万,10205,元/㎡
新城悦隽风华滨斓苑 南北通透 刚需小三居 精装好房 次新房,3室,1厅,1卫,93,㎡,南北,低层(共15层),2021年建造,新城悦隽风华滨斓苑,北辰,大张庄镇,233国道,"新上小区,南北通透,价格优惠,",70,万,7527,元/㎡
万科仕林苑中低楼层南北通透2室，附赠地下车位，业主诚意出售,2室,2厅,1卫,88.17,㎡,南北,中层(共28层),2014年建造,万科仕林苑,津南,双港,东浯水道,"南北,满五年,近地铁,",210,万,23818,元/㎡
水 公园旁 私产 南北通透 看房方便,2室,2厅,1卫,121.69,㎡,南北,中层(共6层),2000年建造,宁盛里,南开,水上公园,士英路,"南北,近地铁,",286,万,23503,元/㎡
胡家园 万科观澜 精装两室 万科物业 看房联系.,2室,2厅,1卫,89,㎡,南北,高层(共27层),2021年建造,万科观澜,塘沽,胡家园街,和角道,"南北,满五年,次新房,",78,万,8765,元/㎡
央企开发 师大   南大   90平三室,3室,2厅,1卫,89,㎡,南,高层(共33层),2019年建造,中海公园城悦湖苑,津南,津南八里台,天嘉湖大道,"南,满二年,次新房,户型方正,",65,万,7304,元/㎡
小区绿化高 小区新 满二 楼层好 双卫生间 朝南,3室,2厅,2卫,115,㎡,南,中层(共33层),2016年建造,星耀五洲枫情阳光城,津南,津南八里台,天嘉湖大道,"南,满二年,绿化率高,户型方正,",50,万,4348,元/㎡
近地铁 带电梯 中间楼层采光好 交通便利 购物方便,1室,1厅,1卫,52.89,㎡,西,中层(共32层),2002年建造,吉利花园,和平,南营门,贵阳路13号,"西,满五年,近地铁,",340,万,64285,元/㎡
李七庄，电梯洋房，有钥匙，好楼层，楼位置好，总价低，着急卖,3室,2厅,2卫,110.35,㎡,南北,高层(共8层),2022年建造,融泰城,西青,李七庄,秀川路215号,"南北,满二年,次新房,",200,万,18125,元/㎡
尚智园 精装修 楼龄新 满二 产权清晰 朝南 电梯房,2室,2厅,1卫,90.65,㎡,南,低层(共27层),2016年建造,尚智园,津南,北闸口,福惠道,"南,房东直卖,满二年,车位充足,",78,万,8605,元/㎡
兴华里 两室通透 婚房精装修 拎包入住 业主换房  价位可谈,2室,1厅,1卫,71.77,㎡,南,高层(共6层),2011年建造,兴华里(大港),大港,迎新街,"石化路,近喜荣街","南,热门小区,南北通透,房东急售,",39,万,5435,元/㎡
金钟街 电梯房 临地铁 出行方便 南北通透 大两房 停车方便,2室,2厅,1卫,99,㎡,南北,低层(共24层),2021年建造,金隅金玉府,东丽,金钟街,慧捷路,"南北,有电梯,近地铁,车位充足,",101,万,10203,元/㎡
落房优选 积30 三室 总房款低 配套齐全 随时看房,3室,2厅,1卫,85.97,㎡,南北,低层(共17层),2017年建造,海阔苑,塘沽,北塘街,漳州道,"南北,多人关注,",64,万,7445,元/㎡
御溪园 交通便利 楼层好 医疗配套成熟 电梯房 双卫,3室,2厅,2卫,125,㎡,南北,中层(共9层),2000年建造,御溪园,西青,李七庄,光明路,"南北,满五年,近地铁,",209.5,万,16760,元/㎡
  六中，通厅，家具家电可留，更多房源随时联系,2室,1厅,1卫,95,㎡,南北,中层(共6层),2000年建造,春晖北里,大港,迎宾街,旭日路120号,"南北,满五年,",112,万,11790,元/㎡
急售！聚雅园131平大三居！8.8W可议！出门  ，超市齐全,3室,2厅,2卫,130.51,㎡,南北,低层(共18层),2017年建造,聚雅园,武清,河西务镇,三里屯路,"南北,满二年,",95,万,7280,元/㎡
河西务镇 双卫 小区新 满五 电梯房 南北通透,3室,2厅,2卫,123.74,㎡,南北,低层(共18层),2017年建造,聚雅园,武清,河西务镇,三里屯路,"南北,满五年,",75,万,6062,元/㎡
新城悦隽央著 南向采光好 次新小区 停车方便 满二 电梯房,3室,2厅,1卫,94,㎡,南,低层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南,热门小区,价格优惠,房东急售,",135,万,14362,元/㎡
降价124万！！急售新城悦隽央著十一中十三小紧邻杨村一中高铁,2室,2厅,1卫,87,㎡,南北,低层(共11层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",124,万,14253,元/㎡
新城悦隽央著~3室洋房 11中 带车位 一天未住 中央湖公园,3室,2厅,1卫,109,㎡,南北,高层(共7层),2018年建造,新城悦隽央著,武清,杨村街,新安路,"热门小区,南北通透,房东急售,",150,万,13762,元/㎡
厨卫全明 客餐厅相连 大户型 低总价 融创宸阅和鸣 欢迎咨询,2室,2厅,1卫,79,㎡,南北,,,融创宸阅和鸣(新房),北辰,天穆,朝阳路与顺义道交口（中环线以北1200米），西至新峰路，东至德辰路（规划路）,"南北通透,厨卫全明,动静分离,高绿化率,",135,万,17089,元/㎡
降价急售！  11电梯房 新城央著 南北通透小三居 好楼层,3室,2厅,1卫,94,㎡,南北,低层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,户型方正,",140,万,14894,元/㎡
急商务区 人生一梦，白云苍狗，为您爱的人，筑一座温馨家园！,3室,2厅,2卫,106.29,㎡,南北,低层(共7层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",175,万,16465,元/㎡
大两房 商品住宅 车位充足 精装好房 南向采光好 带电梯,2室,2厅,1卫,87.8,㎡,南,低层(共6层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南,满二年,车位充足,",132,万,15035,元/㎡
厨卫全明 户型方正 大户型 低总价 泽信·云樾天著 来电咨询,3室,2厅,1卫,86,㎡,南北,,,泽信·云樾天著,东丽,华明镇,津汉公路北侧弘顺道与永和路交汇处,"南北通透,厨卫全明,客餐厅相连,低容积,",129,万,15000,元/㎡
急售 十三小 十一中 新城悦隽央著 总价低 看房方便,2室,2厅,1卫,86.49,㎡,南北,低层(共11层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",120,万,13875,元/㎡
鸿儒新园(南区) 精装修 满二   南向采光好 正规商品房,2室,1厅,1卫,81.46,㎡,南,高层(共27层),2013年建造,鸿儒新园(南区),津南,北闸口,泽惠道,"南,热门小区,近地铁,新上小区,",73,万,8962,元/㎡
新城央著 十一中 十三小旁 精装2室 超高性价比,2室,2厅,1卫,86.38,㎡,南北,高层(共11层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",128,万,14819,元/㎡
急售 新城悦隽央著 赠15万精装 十三小十一中 紧邻杨一城际,2室,2厅,1卫,88,㎡,南北,低层(共7层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,人气热搜,",132,万,15000,元/㎡
卧室全朝南 主卧套房 大户型 改善置业 万科·翡翠大道 欢迎联系看房,3室,2厅,1卫,89,㎡,南北,,,万科·翡翠大道,西青,张家窝,宾水西道延长线南，地铁三号线杨伍庄站旁,"轨交房,高绿化率,",136,万,15281,元/㎡
新城悦隽央著精装修130万通透两室次新房随时看房,2室,2厅,1卫,89.53,㎡,南北,低层(共6层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",130,万,14521,元/㎡
杨村街 大两房 南北通透 带电梯 满五 商品住宅 配套齐全,2室,2厅,1卫,85,㎡,南北,高层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",135,万,15883,元/㎡
新城悦隽央著 十一中 三室精装修拎包入住 高楼层视野好,3室,2厅,1卫,93.66,㎡,南北,高层(共11层),2020年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",155,万,16550,元/㎡
南北通透 客餐厅相连 大户型 天津远郊 世茂国风雅颂 欢迎咨询,3室,2厅,2卫,135,㎡,南,,,世茂国风雅颂(新房),武清,杨村街,黄庄街滨河道与泉奉路交口,"南北通透,厨卫全明,主卧套房,低容积,",195.8,万,14500,元/㎡
南北通透 3室2厅 新城悦隽央著 94平 采光好 周边商圈成,3室,2厅,1卫,94,㎡,南北,中层(共11层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,车位充足,",138,万,14681,元/㎡
装修好 购物方便 带电梯 小区新 满五   朝南,2室,2厅,1卫,86.18,㎡,南,高层(共22层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",122,万,14157,元/㎡
盛世郦园 满五   近医院 购物方便 有电梯 正南朝向,2室,2厅,0卫,94,㎡,南,低层(共24层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,",129,万,13724,元/㎡
国企开发 南北通透 双卫生间 大户型 装修交付 宜禾南湾 考虑可私聊,3室,2厅,1卫,95,㎡,南北,,,宜禾南湾,滨海新区,中新生态城,海文道与永盛路交口,"南北通透,厨卫全明,客餐厅相连,低容积,",137.8,万,14500,元/㎡
满二   南北通透 装修好 有电梯 居住密度低 交通便利,2室,2厅,1卫,90,㎡,南北,高层(共14层),2018年建造,紫泉庭苑,武清,杨村街,上善大街57号,"南北,满二年,",160,万,17778,元/㎡
满五   精装可拎包入住 购物方便 正南朝向 大两居,2室,2厅,1卫,94.28,㎡,南,低层(共22层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,",148,万,15698,元/㎡
景汇名园 精装好房 满五   房龄新 正南朝向 有电梯,2室,2厅,1卫,84.44,㎡,南,高层(共17层),2016年建造,景汇名园,武清,下朱庄街,嘉平道150号,"南,价格优惠,房东急售,随时可看,",75,万,8883,元/㎡
光明片 人生一梦，白云苍狗，为您爱的人，筑一座温馨家园！,2室,2厅,1卫,86.29,㎡,南,低层(共6层),2014年建造,金都花园(武清),武清,杨村街,"光明道,近翠源路","南,满五年,",115,万,13328,元/㎡
厨卫全明 动静分离 大户型 高性价比 金地万悦城 来电咨询,3室,2厅,2卫,94,㎡,南北,,,金地万悦城,东丽,大毕庄镇,金钟街道大毕庄地铁站C口东行400米,"南北通透,厨卫全明,主卧套房,轨交房,",138,万,14681,元/㎡
盛世郦园 满五   精装好房 购物方便 医疗配套成熟 小三居,3室,2厅,1卫,105,㎡,南,高层(共31层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,房东直卖,满五年,",161,万,15334,元/㎡
盛世家园 商业配套齐全  电梯房 低容积 刚需两居,2室,2厅,1卫,101,㎡,南,低层(共23层),2013年建造,盛世家园,武清,杨村街,振华西道429号,"南,满五年,",158,万,15644,元/㎡
荔城公馆 满五   精装可拎包入住 楼龄新 大两居,2室,2厅,1卫,88.21,㎡,南,高层(共22层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",130,万,14738,元/㎡
国企开发 轨交房 高绿化率 户型方正 自持物业 来电价格可议,2室,2厅,1卫,84,㎡,南北,,,中国铁建·花语尚东,东丽,金钟街,地铁6号线大毕庄站C出口旁,"轨交房,高绿化率,",126,万,15000,元/㎡
盛世郦园 刚需两居 购物方便 装修好 满五 高楼层视野无遮挡,2室,2厅,1卫,94.28,㎡,南,高层(共22层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,采光较好,人气热搜,",136,万,14426,元/㎡
尚智园 南北通透 刚需两居 带电梯 小区新 商品房,2室,2厅,1卫,89.42,㎡,南北,中层(共31层),2016年建造,尚智园,津南,北闸口,福惠道,"南北,热门小区,新上小区,配套成熟,",66,万,7381,元/㎡
盛世睿园 精装修 高楼层视野无遮挡 楼龄新 小三房 商品住宅,3室,2厅,1卫,107.36,㎡,南,高层(共27层),2015年建造,盛世睿园,武清,杨村街,新城南东路东侧,"南,热门小区,南北通透,满五,",128,万,11923,元/㎡
房龄新 满五 电梯房 朝南 刚需小三居 装修好,3室,2厅,1卫,109.62,㎡,南,低层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,人气热搜,",156,万,14231,元/㎡
厨卫全明 客餐厅相连 大户型 装修交付 品致臻熙 欢迎联系看房,3室,2厅,2卫,98,㎡,南北,,,品致臻熙(新房),滨海新区,中新生态城,云溪道与兰溪道交口,"南北通透,厨卫全明,主卧套房,轨交房,",126,万,12858,元/㎡
业主急售好房！出门就 光明 枫丹天城 南北通透3居 好楼层,3室,2厅,1卫,96.37,㎡,南,低层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",158,万,16396,元/㎡
翠亨花园北里 高楼层视野无遮挡 满五 出行方便 超低密度,3室,2厅,1卫,117.41,㎡,南,高层(共6层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南,满五年,人气热搜,",130,万,11073,元/㎡
富力尚悦居 朝南 楼层好 精装修 刚需小三居 房龄新 有电梯,3室,2厅,1卫,91.21,㎡,南,中层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",128,万,14034,元/㎡
卧室全朝南 客餐厅相连 大户型 低单价 津南华府 无中介费随时看,3室,2厅,1卫,99,㎡,南,,,津南华府,津南,咸水沽,二八线与津南环线交汇处,"轨交房,低容积,",138.6,万,14000,元/㎡
香雍玖和 次新小区 高绿化 朝南 刚需小三居 满二 超低密度,3室,2厅,1卫,100,㎡,南,高层(共24层),2021年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南,满二年,绿化率高,多人关注,",125,万,12500,元/㎡
十一中 经纬二期 三居双卫 中高楼层 采光好 满两年,3室,2厅,2卫,120.94,㎡,南,高层(共27层),2023年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南,满二年,车位充足,多人关注,",125,万,10336,元/㎡
正荣新上 通透H户型 明厨明卫 电梯6楼 不临街 随时看房,2室,1厅,1卫,85,㎡,南北,低层(共26层),2015年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南北,满五年,绿化率高,多人关注,",135,万,15883,元/㎡
国企开发 南北通透 双卫生间 大户型 低单价 国展东壹号·海玥名邸 来电价格可议,3室,2厅,1卫,98,㎡,南北,,,国展东壹号·海玥名邸,津南,咸水沽,津沽公路与双荣道交口（808公交总站北侧）,"南北通透,高绿化率,",125,万,12756,元/㎡
精装未住~中建壹方九里宸澜华庭 高楼层大两居 11中，13小,2室,2厅,1卫,84,㎡,南北,高层(共11层),2020年建造,中建壹方九里宸澜华庭,武清,杨村街,光明道,"南北,满二年,次新房,",125,万,14881,元/㎡
高楼层采光充足 小区新 满五   带电梯 南向采光好,2室,2厅,1卫,81.42,㎡,南,高层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",125,万,15353,元/㎡
大金角 中海公园城叠拼别墅 客厅赠送挑空面积 带一个地 车位,3室,2厅,3卫,168.1,㎡,南北,共4层,2016年建造,中海公园城鸣湖苑,津南,津南八里台,天嘉湖大道,"南北,热门小区,价格优惠,随时可看,",150,万,8924,元/㎡
楼层好 有电梯 房龄新 大两居 精装好房 南北通透,2室,2厅,1卫,87.32,㎡,南北,中层(共17层),2016年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,",135,万,15461,元/㎡
高绿化率 大户型 装修交付 来电价格可议,3室,2厅,1卫,89,㎡,南北,,,金隅金成熙府,北辰,天穆,顺义道于新峰路交口,"高绿化率,",125,万,14045,元/㎡
雍鑫红星华府 精装可拎包入住 次新小区 刚需两居,2室,2厅,1卫,86,㎡,南北,中层(共16层),2019年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,次新房,",140,万,16280,元/㎡
中北 高绿化 次新房 有电梯 低密度社区 满二 大两房,2室,1厅,1卫,89.26,㎡,南北,中层(共27层),2021年建造,翡翠嘉和,西青,中北,星光路67号,"南北,房东直卖,满二年,绿化率高,",165,万,18486,元/㎡
